^ARTICOLO        ^|^DES.ART.^|^DES.ART.2^|^N.ORD.^|^ANNO^|^RG^|^CONTO^|^RAG.SOC.^|^UM^|^Q.TA^|^Q.TA RESIDUA^|^Q.TA PRONTA^|^D.CONS. ^|^IMP.NET.RES.^
^A283691         ^|^STELO SUPERIORE CORTO DIS.T177^|^VERNICIATO   <85601>          ^|^S0000168^|2017|3|8004303|^CAME SPA                      ^|^PZ^|^          1.260,000^|^          1.260,000^|0|^01/06/2018^|^           2.824,92^
^A283691         ^|^STELO SUPERIORE CORTO DIS.T177^|^VERNICIATO   <85601>          ^|^S0000169^|2017|3|8004303|^CAME SPA                      ^|^PZ^|540000|540000|0|^01/07/2018^|^           1.210,68^
^A283701         ^|^STELO INFERIORE CORTO dis.T178^|^<107700> VERNICIATO           ^|^S0000032^|2018|4|8004303|^CAME SPA                      ^|^PZ^|912000|912000|0|^01/04/2018^|^           2.044,70^
^A283701         ^|^STELO INFERIORE CORTO dis.T178^|^<107700> VERNICIATO           ^|^S0000033^|2018|4|8004303|^CAME SPA                      ^|^PZ^|912000|912000|0|^01/05/2018^|^           2.044,70^
^A283701         ^|^STELO INFERIORE CORTO dis.T178^|^<107700> VERNICIATO           ^|^S0000168^|2017|4|8004303|^CAME SPA                      ^|^PZ^|912000|912000|0|^01/06/2018^|^           2.044,70^
^A283701         ^|^STELO INFERIORE CORTO dis.T178^|^<107700> VERNICIATO           ^|^S0000169^|2017|4|8004303|^CAME SPA                      ^|^PZ^|912000|912000|0|^01/07/2018^|^           2.044,70^
^A283711         ^|^STELO SUPERIORE LUNGO DIS.    ^|^T189  <856> VERNICIATO RAL9023^|^S0000033^|2018|5|8004303|^CAME SPA                      ^|^PZ^|440000|440000|0|^01/05/2018^|^           1.276,00^
^A283711         ^|^STELO SUPERIORE LUNGO DIS.    ^|^T189  <856> VERNICIATO RAL9023^|^S0000168^|2017|5|8004303|^CAME SPA                      ^|^PZ^|440000|440000|0|^01/06/2018^|^           1.276,00^
^A283711         ^|^STELO SUPERIORE LUNGO DIS.    ^|^T189  <856> VERNICIATO RAL9023^|^S0000169^|2017|5|8004303|^CAME SPA                      ^|^PZ^|440000|440000|0|^01/07/2018^|^           1.276,00^
^A283721         ^|^STELO INFERIORE LUNGO VER.    ^|^RAL7024 T190 <1076>           ^|^S0000032^|2018|5|8004303|^CAME SPA                      ^|^PZ^|382000|382000|0|^01/04/2018^|^           1.107,80^
^A283721         ^|^STELO INFERIORE LUNGO VER.    ^|^RAL7024 T190 <1076>           ^|^S0000033^|2018|6|8004303|^CAME SPA                      ^|^PZ^|382000|382000|0|^01/05/2018^|^           1.107,80^
^A283721         ^|^STELO INFERIORE LUNGO VER.    ^|^RAL7024 T190 <1076>           ^|^S0000168^|2017|6|8004303|^CAME SPA                      ^|^PZ^|382000|382000|0|^01/06/2018^|^           1.107,80^
^A283721         ^|^STELO INFERIORE LUNGO VER.    ^|^RAL7024 T190 <1076>           ^|^S0000169^|2017|6|8004303|^CAME SPA                      ^|^PZ^|382000|382000|0|^01/07/2018^|^           1.107,80^
^A284000         ^|^GEHAUSE SCAQ24 Cod. 7000000419^|^8503 <881>                    ^|^A0001037^|2017|1|9010758|^SIEMENS AG                    ^|^PZ^|^          5.000,000^|^          4.090,000^|0|^20/04/2018^|^          40.654,60^
^A284000         ^|^GEHAUSE SCAQ24 Cod. 7000000419^|^8503 <881>                    ^|^A0000162^|2018|1|9010758|^SIEMENS AG                    ^|^PZ^|^         10.000,000^|^          4.360,000^|0|^30/04/2018^|^          43.992,40^
^A284000         ^|^GEHAUSE SCAQ24 Cod. 7000000419^|^8503 <881>                    ^|^A0000129^|2018|1|9010758|^SIEMENS AG                    ^|^PZ^|^          5.000,000^|^          5.000,000^|0|^13/06/2018^|^          50.450,00^
^A284001         ^|^GEHAUSE SCAQ25 Cod. 7000000419^|^9401 <881>                    ^|^A0000071^|2018|1|9010758|^SIEMENS AG                    ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^02/05/2018^|^          11.010,00^
^A284001         ^|^GEHAUSE SCAQ25 Cod. 7000000419^|^9401 <881>                    ^|^A0000184^|2018|1|9010758|^SIEMENS AG                    ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^28/05/2018^|^          11.010,00^
^A284040         ^|^LEVA AZIONAMENTO <1173>       ^|^<ex 61101>                    ^|^A0000175^|2018|3|8004336|^TAU SRL                       ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^07/05/2018^|^             413,00^
^A284120         ^|^CARCASSA MOTORIDUTTORE Cod.   ^|^6031A <891>                   ^|^A0000180^|2018|1|8004753|^MECCANICA FADINI snc          ^|^PZ^|^          3.000,000^|^          3.000,000^|0|^30/04/2018^|^          44.136,00^
^A284130         ^|^FLANGIA DI CHIUSURA Cod. 6032 ^|^<892>                         ^|^A0000180^|2018|2|8004753|^MECCANICA FADINI snc          ^|^PZ^|^          3.000,000^|^          3.000,000^|0|^30/04/2018^|^           8.100,00^
^A284150         ^|^MANIGLIA DI SBLOCCO MOTORIDUTT^|^ORE Cod. 6034 <894>           ^|^A0000180^|2018|3|8004753|^MECCANICA FADINI snc          ^|^PZ^|^          4.000,000^|^          4.000,000^|0|^30/04/2018^|^           4.436,00^
^A284170         ^|^BLOCCHETTO VW SX LATO GUIDA   ^|^<896>                         ^|^A0000256^|2018|1|8004722|^FEDERAL-MOGUL ITALY SRL       ^|^PZ^|^         43.776,000^|^         27.433,000^|0|^03/04/2018^|^          22.522,49^
^A284170         ^|^BLOCCHETTO VW SX LATO GUIDA   ^|^<896>                         ^|^A0000176^|2018|1|9010871|^FEDERAL MOGUL S.A.            ^|^PZ^|^          3.648,000^|^          3.648,000^|0|^13/04/2018^|^           2.965,82^
^A284170         ^|^BLOCCHETTO VW SX LATO GUIDA   ^|^<896>                         ^|^A0000176^|2018|2|9010871|^FEDERAL MOGUL S.A.            ^|^PZ^|^          7.296,000^|^          7.296,000^|0|^27/04/2018^|^           5.931,65^
^A284170         ^|^BLOCCHETTO VW SX LATO GUIDA   ^|^<896>                         ^|^S0000039^|2018|1|8004722|^FEDERAL-MOGUL ITALY SRL       ^|^PZ^|^         43.776,000^|^         43.776,000^|0|^02/05/2018^|^          35.940,10^
^A284170         ^|^BLOCCHETTO VW SX LATO GUIDA   ^|^<896>                         ^|^A0000176^|2018|3|9010871|^FEDERAL MOGUL S.A.            ^|^PZ^|^          7.296,000^|^          7.296,000^|0|^18/05/2018^|^           5.931,65^
^A284170         ^|^BLOCCHETTO VW SX LATO GUIDA   ^|^<896>                         ^|^S0000040^|2018|2|8004722|^FEDERAL-MOGUL ITALY SRL       ^|^PZ^|^         43.776,000^|^         43.776,000^|0|^04/06/2018^|^          35.940,10^
^A284170         ^|^BLOCCHETTO VW SX LATO GUIDA   ^|^<896>                         ^|^A0000176^|2018|4|9010871|^FEDERAL MOGUL S.A.            ^|^PZ^|^          7.296,000^|^          7.296,000^|0|^08/06/2018^|^           5.931,65^
^A284170         ^|^BLOCCHETTO VW SX LATO GUIDA   ^|^<896>                         ^|^A0000176^|2018|5|9010871|^FEDERAL MOGUL S.A.            ^|^PZ^|^          7.296,000^|^          7.296,000^|0|^06/07/2018^|^           5.931,65^
^A284170         ^|^BLOCCHETTO VW SX LATO GUIDA   ^|^<896>                         ^|^A0000283^|2018|1|9010871|^FEDERAL MOGUL S.A.            ^|^PZ^|^          7.296,000^|^          7.296,000^|0|^07/09/2018^|^           5.931,65^
^A284180         ^|^BLOCCHETTO VW SX LATO PASS.   ^|^<897>                         ^|^A0000828^|2017|1|8004722|^FEDERAL-MOGUL ITALY SRL       ^|^PZ^|185000|185000|0|^31/10/2017^|^               0,00^
^A284180         ^|^BLOCCHETTO VW SX LATO PASS.   ^|^<897>                         ^|^A0000256^|2018|2|8004722|^FEDERAL-MOGUL ITALY SRL       ^|^PZ^|^         72.000,000^|^         50.600,000^|0|^03/04/2018^|^          39.721,00^
^A284180         ^|^BLOCCHETTO VW SX LATO PASS.   ^|^<897>                         ^|^A0000176^|2018|6|9010871|^FEDERAL MOGUL S.A.            ^|^PZ^|^          4.800,000^|^          4.800,000^|0|^13/04/2018^|^           3.729,60^
^A284180         ^|^BLOCCHETTO VW SX LATO PASS.   ^|^<897>                         ^|^A0000176^|2018|7|9010871|^FEDERAL MOGUL S.A.            ^|^PZ^|^          9.400,000^|^          9.400,000^|0|^27/04/2018^|^           7.303,80^
^A284180         ^|^BLOCCHETTO VW SX LATO PASS.   ^|^<897>                         ^|^S0000039^|2018|2|8004722|^FEDERAL-MOGUL ITALY SRL       ^|^PZ^|^         72.000,000^|^         72.000,000^|0|^02/05/2018^|^          56.520,00^
^A284180         ^|^BLOCCHETTO VW SX LATO PASS.   ^|^<897>                         ^|^A0000176^|2018|8|9010871|^FEDERAL MOGUL S.A.            ^|^PZ^|^          9.400,000^|^          9.400,000^|0|^18/05/2018^|^           7.303,80^
^A284180         ^|^BLOCCHETTO VW SX LATO PASS.   ^|^<897>                         ^|^S0000040^|2018|3|8004722|^FEDERAL-MOGUL ITALY SRL       ^|^PZ^|^         72.000,000^|^         72.000,000^|0|^04/06/2018^|^          56.520,00^
^A284180         ^|^BLOCCHETTO VW SX LATO PASS.   ^|^<897>                         ^|^A0000176^|2018|9|9010871|^FEDERAL MOGUL S.A.            ^|^PZ^|^          9.400,000^|^          9.400,000^|0|^08/06/2018^|^           7.303,80^
^A284180         ^|^BLOCCHETTO VW SX LATO PASS.   ^|^<897>                         ^|^A0000283^|2018|2|9010871|^FEDERAL MOGUL S.A.            ^|^PZ^|^          9.400,000^|^          9.400,000^|0|^07/09/2018^|^           7.303,80^
^A284211         ^|^BLOCCHETTO SHARAN GP LHD      ^|^<108300>SENZA MARCHIO MA10300B^|^A0000505^|2017|2|8004722|^FEDERAL-MOGUL ITALY SRL       ^|^PZ^|^          2.034,000^|^          2.034,000^|0|^06/10/2017^|^           1.787,89^
^A284211         ^|^BLOCCHETTO SHARAN GP LHD      ^|^<108300>SENZA MARCHIO MA10300B^|^A0000152^|2018|1|8004722|^FEDERAL-MOGUL ITALY SRL       ^|^PZ^|^          8.448,000^|^          8.448,000^|0|^01/03/2018^|^           7.425,79^
^A284211         ^|^BLOCCHETTO SHARAN GP LHD      ^|^<108300>SENZA MARCHIO MA10300B^|^A0000152^|2018|11|8004722|^FEDERAL-MOGUL ITALY SRL       ^|^PZ^|^          4.945,000^|^          4.945,000^|0|^01/03/2018^|^           4.346,66^
^A284211         ^|^BLOCCHETTO SHARAN GP LHD      ^|^<108300>SENZA MARCHIO MA10300B^|^S0000040^|2018|1|8004722|^FEDERAL-MOGUL ITALY SRL       ^|^PZ^|^          4.224,000^|^          4.224,000^|0|^04/06/2018^|^           3.712,90^
^A284420         ^|^BLOCCHETTO LANCIA 846 LHD     ^|^<919> 168991A                 ^|^A0000152^|2018|6|8004722|^FEDERAL-MOGUL ITALY SRL       ^|^PZ^|^         11.242,000^|^          7.546,000^|0|^01/03/2018^|^           5.644,41^
^A284420         ^|^BLOCCHETTO LANCIA 846 LHD     ^|^<919> 168991A                 ^|^S0000039^|2018|5|8004722|^FEDERAL-MOGUL ITALY SRL       ^|^PZ^|^          3.696,000^|^          3.696,000^|0|^02/05/2018^|^           2.764,61^
^A284440         ^|^FLANGE D/Z18 A140 cod. 4371546^|^<921>                         ^|^S0000021^|2018|5|9010758|^SIEMENS AG                    ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^02/05/2018^|^           3.130,00^
^A284440         ^|^FLANGE D/Z18 A140 cod. 4371546^|^<921>                         ^|^A0000132^|2018|1|9010758|^SIEMENS AG                    ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^11/05/2018^|^           3.130,00^
^A284580         ^|^ASS. MORSETTO FAST GRIP       ^|^BRILLANTATO <930-932>         ^|^A0000264^|2018|2|8004556|^ALU S.P.A. SOCIO UNICO        ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^16/05/2018^|^           3.059,00^
^A284581         ^|^ASS. MORSETTO FAST GRIP       ^|^BURATTATO E SBAVATO <930-932> ^|^A0000264^|2018|1|8004556|^ALU S.P.A. SOCIO UNICO        ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^16/05/2018^|^           7.158,00^
^A284670         ^|^SPULENTRAEGER <939>           ^|^                              ^|^A0000166^|2018|2|8004782|^TMB SPA                       ^|^PZ^|^          2.000,000^|753000|0|^03/04/2018^|^           1.236,43^
^A284670         ^|^SPULENTRAEGER <939>           ^|^                              ^|^A0000166^|2018|3|8004782|^TMB SPA                       ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^09/04/2018^|^           3.284,00^
^A284670         ^|^SPULENTRAEGER <939>           ^|^                              ^|^A0000166^|2018|4|8004782|^TMB SPA                       ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^16/04/2018^|^           3.284,00^
^A284670         ^|^SPULENTRAEGER <939>           ^|^                              ^|^A0000166^|2018|5|8004782|^TMB SPA                       ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^23/04/2018^|^           3.284,00^
^A284670         ^|^SPULENTRAEGER <939>           ^|^                              ^|^A0000280^|2018|1|8004782|^TMB SPA                       ^|^PZ^|^         10.000,000^|^         10.000,000^|0|^30/05/2018^|^          16.420,00^
^A284690         ^|^BLOCCHETTO FIAT 139 LHD       ^|^NUOVA PANDA <941> 168993A     ^|^A0000152^|2018|7|8004722|^FEDERAL-MOGUL ITALY SRL       ^|^PZ^|^         34.776,000^|^          7.245,000^|0|^01/03/2018^|^           5.209,16^
^A284690         ^|^BLOCCHETTO FIAT 139 LHD       ^|^NUOVA PANDA <941> 168993A     ^|^A0000256^|2018|5|8004722|^FEDERAL-MOGUL ITALY SRL       ^|^PZ^|^         15.456,000^|^         15.456,000^|0|^03/04/2018^|^          11.112,86^
^A284690         ^|^BLOCCHETTO FIAT 139 LHD       ^|^NUOVA PANDA <941> 168993A     ^|^S0000039^|2018|6|8004722|^FEDERAL-MOGUL ITALY SRL       ^|^PZ^|^         34.776,000^|^         34.776,000^|0|^02/05/2018^|^          25.003,94^
^A284690         ^|^BLOCCHETTO FIAT 139 LHD       ^|^NUOVA PANDA <941> 168993A     ^|^S0000040^|2018|6|8004722|^FEDERAL-MOGUL ITALY SRL       ^|^PZ^|^         34.776,000^|^         34.776,000^|0|^04/06/2018^|^          25.003,94^
^A284770         ^|^FORCELLA VISORE MOON L=111    ^|^<946>                         ^|^A0000949^|2017|1|8004819|^TECNOLUX SRL                  ^|^PZ^|^          3.000,000^|^          1.105,000^|0|^20/01/2018^|^           2.605,59^
^A284770         ^|^FORCELLA VISORE MOON L=111    ^|^<946>                         ^|^A0000004^|2018|1|8004819|^TECNOLUX SRL                  ^|^PZ^|^          3.000,000^|^          3.000,000^|0|^13/04/2018^|^           7.074,00^
^A284780         ^|^FORCELLA VISORE L=80 <94601>  ^|^                              ^|^A0000949^|2017|2|8004819|^TECNOLUX SRL                  ^|^PZ^|^          1.500,000^|450000|0|^20/01/2018^|^           1.201,95^
^A284780         ^|^FORCELLA VISORE L=80 <94601>  ^|^                              ^|^A0000004^|2018|2|8004819|^TECNOLUX SRL                  ^|^PZ^|^          1.500,000^|^          1.500,000^|0|^13/04/2018^|^           4.006,50^
^A284780         ^|^FORCELLA VISORE L=80 <94601>  ^|^** NON BRILLANTATI ****       ^|^A0000004^|2018|3|8004819|^TECNOLUX SRL                  ^|^PZ^|20000|20000|0|^09/04/2018^|^               0,00^
^A284900         ^|^ENDSHIELD BS LA063 cod.4027746^|^<953>                         ^|^S0000022^|2018|5|9010758|^SIEMENS AG                    ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^01/06/2018^|^           4.440,00^
^A284901         ^|^ENDSHIELD BS LA063 6201 ZV43  ^|^cod.4027748 <953>             ^|^A0001013^|2017|1|9010758|^SIEMENS AG                    ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^17/04/2018^|^           4.910,00^
^A284901         ^|^ENDSHIELD BS LA063 6201 ZV43  ^|^cod.4027748 <953>             ^|^A0000108^|2018|1|9010758|^SIEMENS AG                    ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^20/06/2018^|^           4.930,00^
^A284901         ^|^ENDSHIELD BS LA063 6201 ZV43  ^|^cod.4027748 <953>             ^|^S0000023^|2018|7|9010758|^SIEMENS AG                    ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^01/07/2018^|^           4.931,00^
^A284910         ^|^COVER DZ29 cod.4025957 <954>  ^|^<954>                         ^|^S0000022^|2018|4|9010758|^SIEMENS AG                    ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^01/06/2018^|^           3.240,00^
^A284920         ^|^HOUSING COVER B29 cod.4025841 ^|^<955>                         ^|^S0000022^|2018|2|9010758|^SIEMENS AG                    ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^01/06/2018^|^           3.980,00^
^A284930         ^|^HOUSING DZ29 cod.4025941      ^|^<1176> <ex93601>              ^|^A0000034^|2018|1|9010758|^SIEMENS AG                    ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^20/04/2018^|^          11.820,00^
^A284930         ^|^HOUSING DZ29 cod.4025941      ^|^<1176> <ex93601>              ^|^S0000022^|2018|3|9010758|^SIEMENS AG                    ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^01/06/2018^|^          11.820,00^
^A284940         ^|^HOUSING DZF29 cod.4025944     ^|^<1175> <ex 92401>             ^|^S0000023^|2018|4|9010758|^SIEMENS AG                    ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^01/07/2018^|^          11.210,00^
^A284950         ^|^SPORTELLO PER SBLOCCO dis.L103^|^<958>                         ^|^S0000026^|2018|5|8004303|^CAME SPA                      ^|^PZ^|^          4.050,000^|^          4.050,000^|0|^01/04/2018^|^           2.053,35^
^A284950         ^|^SPORTELLO PER SBLOCCO dis.L103^|^<958>                         ^|^A0000238^|2018|1|8004303|^CAME SPA                      ^|^PZ^|^          2.700,000^|300000|0|^09/04/2018^|^             152,10^
^A284950         ^|^SPORTELLO PER SBLOCCO dis.L103^|^<958>                         ^|^S0000041^|2018|4|8004303|^CAME SPA                      ^|^PZ^|^          3.000,000^|^          3.000,000^|0|^02/05/2018^|^           1.521,00^
^A284950         ^|^SPORTELLO PER SBLOCCO dis.L103^|^<958>                         ^|^S0000042^|2018|4|8004303|^CAME SPA                      ^|^PZ^|^          3.000,000^|^          3.000,000^|0|^01/06/2018^|^           1.521,00^
^A284950         ^|^SPORTELLO PER SBLOCCO dis.L103^|^<958>                         ^|^S0000043^|2018|5|8004303|^CAME SPA                      ^|^PZ^|^          3.000,000^|^          3.000,000^|0|^01/07/2018^|^           1.521,00^
^A284950         ^|^SPORTELLO PER SBLOCCO dis.L103^|^<958>                         ^|^S0000044^|2018|5|8004303|^CAME SPA                      ^|^PZ^|^          3.000,000^|^          3.000,000^|0|^01/08/2018^|^           1.521,00^
^A284950         ^|^SPORTELLO PER SBLOCCO dis.L103^|^<958>                         ^|^S0000045^|2018|4|8004303|^CAME SPA                      ^|^PZ^|^          3.000,000^|^          3.000,000^|0|^01/09/2018^|^           1.521,00^
^A284961         ^|^SEMICASSA FRONTE BX           ^|^<959>                         ^|^A0000181^|2018|2|8004303|^CAME SPA                      ^|^PZ^|216000|197000|0|^12/03/2018^|^             257,68^
^A284961         ^|^SEMICASSA FRONTE BX           ^|^<959>                         ^|^A0000224^|2018|2|8004303|^CAME SPA                      ^|^PZ^|912000|912000|0|^26/03/2018^|^           1.192,90^
^A284961         ^|^SEMICASSA FRONTE BX           ^|^<959>                         ^|^S0000041^|2018|12|8004303|^CAME SPA                      ^|^PZ^|912000|912000|0|^02/05/2018^|^           1.192,90^
^A284961         ^|^SEMICASSA FRONTE BX           ^|^<959>                         ^|^S0000042^|2018|12|8004303|^CAME SPA                      ^|^PZ^|^          1.824,000^|^          1.824,000^|0|^01/06/2018^|^           2.385,79^
^A284961         ^|^SEMICASSA FRONTE BX           ^|^<959>                         ^|^S0000043^|2018|14|8004303|^CAME SPA                      ^|^PZ^|912000|912000|0|^01/07/2018^|^           1.192,90^
^A284961         ^|^SEMICASSA FRONTE BX           ^|^<959>                         ^|^S0000044^|2018|13|8004303|^CAME SPA                      ^|^PZ^|912000|912000|0|^01/08/2018^|^           1.192,90^
^A284961         ^|^SEMICASSA FRONTE BX           ^|^<959>                         ^|^S0000045^|2018|13|8004303|^CAME SPA                      ^|^PZ^|^          1.824,000^|^          1.824,000^|0|^01/09/2018^|^           2.385,79^
^A284970         ^|^SEMICARCASSA DX RIDUTTORE L101^|^<959>                         ^|^X0000021^|2017|1|8004303|^CAME SPA                      ^|^PZ^|75000|75000|0|^07/12/2017^|^             105,38^
^A284971         ^|^SEMICASSA RETRO BX            ^|^<959>                         ^|^A0000181^|2018|3|8004303|^CAME SPA                      ^|^PZ^|360000|341000|0|^12/03/2018^|^             479,11^
^A284971         ^|^SEMICASSA RETRO BX            ^|^<959>                         ^|^A0000224^|2018|3|8004303|^CAME SPA                      ^|^PZ^|912000|912000|0|^26/03/2018^|^           1.281,36^
^A284971         ^|^SEMICASSA RETRO BX            ^|^<959>                         ^|^S0000041^|2018|13|8004303|^CAME SPA                      ^|^PZ^|912000|912000|0|^02/05/2018^|^           1.281,36^
^A284971         ^|^SEMICASSA RETRO BX            ^|^<959>                         ^|^S0000042^|2018|13|8004303|^CAME SPA                      ^|^PZ^|^          1.824,000^|^          1.824,000^|0|^01/06/2018^|^           2.562,72^
^A284971         ^|^SEMICASSA RETRO BX            ^|^<959>                         ^|^S0000043^|2018|15|8004303|^CAME SPA                      ^|^PZ^|912000|912000|0|^01/07/2018^|^           1.281,36^
^A284971         ^|^SEMICASSA RETRO BX            ^|^<959>                         ^|^S0000044^|2018|14|8004303|^CAME SPA                      ^|^PZ^|912000|912000|0|^01/08/2018^|^           1.281,36^
^A284971         ^|^SEMICASSA RETRO BX            ^|^<959>                         ^|^S0000045^|2018|14|8004303|^CAME SPA                      ^|^PZ^|^          1.824,000^|^          1.824,000^|0|^01/09/2018^|^           2.562,72^
^A285000         ^|^FLANGIA FRIZIONE FEMMINA L_159^|^<962>                         ^|^S0000026^|2018|6|8004303|^CAME SPA                      ^|^PZ^|^          2.600,000^|^          2.600,000^|0|^01/04/2018^|^             923,00^
^A285000         ^|^FLANGIA FRIZIONE FEMMINA L_159^|^<962>                         ^|^A0000282^|2018|2|8004303|^CAME SPA                      ^|^PZ^|^          2.600,000^|^          2.600,000^|0|^23/04/2018^|^             923,00^
^A285000         ^|^FLANGIA FRIZIONE FEMMINA L_159^|^<962>                         ^|^S0000041^|2018|5|8004303|^CAME SPA                      ^|^PZ^|^          5.600,000^|^          5.600,000^|0|^02/05/2018^|^           1.988,00^
^A285000         ^|^FLANGIA FRIZIONE FEMMINA L_159^|^<962>                         ^|^S0000042^|2018|5|8004303|^CAME SPA                      ^|^PZ^|^          2.600,000^|^          2.600,000^|0|^01/06/2018^|^             923,00^
^A285000         ^|^FLANGIA FRIZIONE FEMMINA L_159^|^<962>                         ^|^S0000043^|2018|6|8004303|^CAME SPA                      ^|^PZ^|^          5.600,000^|^          5.600,000^|0|^01/07/2018^|^           1.988,00^
^A285000         ^|^FLANGIA FRIZIONE FEMMINA L_159^|^<962>                         ^|^S0000044^|2018|6|8004303|^CAME SPA                      ^|^PZ^|^          2.600,000^|^          2.600,000^|0|^01/08/2018^|^             923,00^
^A285000         ^|^FLANGIA FRIZIONE FEMMINA L_159^|^<962>                         ^|^S0000045^|2018|5|8004303|^CAME SPA                      ^|^PZ^|^          8.200,000^|^          8.200,000^|0|^01/09/2018^|^           2.911,00^
^A285010         ^|^FLANGIA FRIZIONE MASCHIO L_160^|^<962>                         ^|^S0000026^|2018|7|8004303|^CAME SPA                      ^|^PZ^|^          2.600,000^|^          2.600,000^|0|^01/04/2018^|^             923,00^
^A285010         ^|^FLANGIA FRIZIONE MASCHIO L_160^|^<962>                         ^|^S0000041^|2018|6|8004303|^CAME SPA                      ^|^PZ^|^          4.200,000^|^          4.200,000^|0|^02/05/2018^|^           1.491,00^
^A285010         ^|^FLANGIA FRIZIONE MASCHIO L_160^|^<962>                         ^|^S0000042^|2018|6|8004303|^CAME SPA                      ^|^PZ^|^          4.200,000^|^          4.200,000^|0|^01/06/2018^|^           1.491,00^
^A285010         ^|^FLANGIA FRIZIONE MASCHIO L_160^|^<962>                         ^|^S0000043^|2018|7|8004303|^CAME SPA                      ^|^PZ^|^          6.800,000^|^          6.800,000^|0|^01/07/2018^|^           2.414,00^
^A285010         ^|^FLANGIA FRIZIONE MASCHIO L_160^|^<962>                         ^|^S0000044^|2018|7|8004303|^CAME SPA                      ^|^PZ^|^          2.600,000^|^          2.600,000^|0|^01/08/2018^|^             923,00^
^A285010         ^|^FLANGIA FRIZIONE MASCHIO L_160^|^<962>                         ^|^S0000045^|2018|6|8004303|^CAME SPA                      ^|^PZ^|^          4.200,000^|^          4.200,000^|0|^01/09/2018^|^           1.491,00^
^A285060         ^|^HOUSING C29 cod.4025913       ^|^<963>                         ^|^A0000207^|2018|1|9010758|^SIEMENS AG                    ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^23/05/2018^|^          11.110,00^
^A285060         ^|^HOUSING C29 cod.4025913       ^|^<963>                         ^|^S0000023^|2018|2|9010758|^SIEMENS AG                    ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^01/07/2018^|^          11.120,00^
^A285070         ^|^HOUSING CF29 cod.4027717      ^|^<964>                         ^|^A0000064^|2018|1|9010758|^SIEMENS AG                    ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^30/06/2018^|^          10.590,00^
^A285080         ^|^LAGSHI BS LE080 cod.4027778   ^|^<957>                         ^|^S0000021^|2018|2|9010758|^SIEMENS AG                    ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^02/05/2018^|^          10.880,00^
^A285080         ^|^LAGSHI BS LE080 cod.4027778   ^|^<957>                         ^|^A0000276^|2018|1|9010758|^SIEMENS AG                    ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^08/06/2018^|^          10.240,00^
^A285080         ^|^LAGSHI BS LE080 cod.4027778   ^|^<957>                         ^|^S0000023^|2018|8|9010758|^SIEMENS AG                    ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^01/07/2018^|^          10.320,00^
^A285081         ^|^LAGSHI BS LE080 ZV43 cod.40277^|^80<957>                       ^|^A0000063^|2018|1|9010758|^SIEMENS AG                    ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^11/05/2018^|^           6.670,00^
^A285081         ^|^LAGSHI BS LE080 ZV43 cod.40277^|^80<957>                       ^|^A0000230^|2018|1|9010758|^SIEMENS AG                    ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^28/05/2018^|^           6.670,00^
^A285081         ^|^LAGSHI BS LE080 ZV43 cod.40277^|^80<957>                       ^|^S0000023^|2018|9|9010758|^SIEMENS AG                    ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^01/07/2018^|^           6.670,00^
^A285090         ^|^LAGSHI BS LE090 cod.4027783   ^|^<1154> EX 95701               ^|^A0000049^|2018|1|9010758|^SIEMENS AG                    ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^08/05/2018^|^          11.600,00^
^A285090         ^|^LAGSHI BS LE090 cod.4027783   ^|^<1154> EX 95701               ^|^S0000022^|2018|6|9010758|^SIEMENS AG                    ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^01/06/2018^|^          11.620,00^
^A285090         ^|^LAGSHI BS LE090 cod.4027783   ^|^<1154> EX 95701               ^|^A0000131^|2018|1|9010758|^SIEMENS AG                    ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^25/06/2018^|^          11.600,00^
